"Booking_ID","no_of_adults","no_of_children","no_of_weekend_nights","no_of_week_nights","type_of_meal_plan","required_car_parking_space","room_type_reserved","lead_time","arrival_year","arrival_month","arrival_date","market_segment_type","repeated_guest","no_of_previous_cancellations","no_of_previous_bookings_not_canceled","avg_price_per_room","no_of_special_requests","booking_status"
"INN20668",2,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",267,"2018",10,25,"Offline",FALSE,0,0,80.75,0,TRUE
"INN20669",1,0,2,3,"Meal Plan 1",FALSE,"Room_Type 1",19,"2018",11,6,"Online",FALSE,0,0,132.89,1,TRUE
"INN20670",2,0,1,2,"Meal Plan 1",FALSE,"Room_Type 1",54,"2018",11,11,"Online",FALSE,0,0,96,1,TRUE
"INN20671",2,0,0,3,"Meal Plan 2",FALSE,"Room_Type 1",71,"2018",5,10,"Offline",FALSE,0,0,126,1,TRUE
"INN20672",2,0,0,1,"Not Selected",FALSE,"Room_Type 1",39,"2018",9,8,"Online",FALSE,0,0,125.1,1,TRUE
"INN20673",2,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",81,"2018",4,1,"Complementary",FALSE,0,0,0,0,TRUE
"INN20674",1,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",151,"2018",1,19,"Offline",FALSE,0,0,71,0,TRUE
"INN20675",2,0,0,4,"Meal Plan 1",FALSE,"Room_Type 1",190,"2018",6,22,"Offline",FALSE,0,0,95,0,TRUE
"INN20676",2,0,0,2,"Not Selected",FALSE,"Room_Type 1",17,"2018",10,7,"Online",FALSE,0,0,135,1,TRUE
"INN20677",2,0,0,3,"Meal Plan 1",FALSE,"Room_Type 1",40,"2018",8,30,"Online",FALSE,0,0,80.32,1,TRUE
"INN20678",1,0,0,3,"Meal Plan 1",FALSE,"Room_Type 1",214,"2018",8,11,"Online",FALSE,0,0,90.9,1,FALSE
"INN20679",3,0,1,4,"Meal Plan 1",FALSE,"Room_Type 4",195,"2018",8,8,"Online",FALSE,0,0,130.05,0,FALSE
"INN20680",2,0,1,2,"Meal Plan 1",FALSE,"Room_Type 1",15,"2018",1,18,"Online",FALSE,0,0,87,0,TRUE
"INN20681",2,0,1,3,"Meal Plan 1",FALSE,"Room_Type 1",75,"2018",3,17,"Offline",FALSE,0,0,80,0,FALSE
"INN20682",2,0,0,3,"Meal Plan 2",FALSE,"Room_Type 1",36,"2017",10,13,"Offline",FALSE,0,0,112,0,TRUE
"INN20683",2,0,1,2,"Not Selected",FALSE,"Room_Type 1",52,"2018",5,13,"Online",FALSE,0,0,116.1,2,TRUE
"INN20684",1,0,0,3,"Meal Plan 1",FALSE,"Room_Type 1",81,"2017",10,6,"Online",FALSE,0,0,80.75,1,FALSE
"INN20685",2,0,0,1,"Not Selected",FALSE,"Room_Type 1",145,"2018",7,16,"Online",FALSE,0,0,94.5,0,FALSE
"INN20686",1,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",0,"2017",9,4,"Online",FALSE,0,0,133,0,FALSE
"INN20687",3,0,0,1,"Meal Plan 1",TRUE,"Room_Type 4",57,"2018",7,14,"Online",FALSE,0,0,146.7,1,TRUE
"INN20688",2,0,1,4,"Meal Plan 1",FALSE,"Room_Type 1",36,"2018",12,21,"Online",FALSE,0,0,88.4,2,TRUE
"INN20689",2,0,1,0,"Not Selected",FALSE,"Room_Type 1",35,"2018",9,26,"Online",FALSE,0,0,99,0,FALSE
"INN20690",2,0,1,2,"Meal Plan 1",FALSE,"Room_Type 1",10,"2018",2,12,"Online",FALSE,0,0,92,1,TRUE
"INN20691",2,2,2,3,"Meal Plan 1",FALSE,"Room_Type 2",110,"2018",12,16,"Online",FALSE,0,0,155.72,2,TRUE
"INN20692",2,0,2,4,"Meal Plan 1",FALSE,"Room_Type 1",2,"2018",2,10,"Online",FALSE,0,0,93,0,TRUE
"INN20693",2,0,2,4,"Meal Plan 1",FALSE,"Room_Type 1",260,"2018",10,7,"Online",FALSE,0,0,100.3,2,FALSE
"INN20694",2,0,0,2,"Meal Plan 1",FALSE,"Room_Type 2",71,"2018",3,17,"Online",FALSE,0,0,69.05,0,TRUE
"INN20695",3,0,1,2,"Meal Plan 1",FALSE,"Room_Type 1",75,"2018",11,7,"Online",FALSE,0,0,157.25,3,TRUE
"INN20696",2,0,2,3,"Meal Plan 1",FALSE,"Room_Type 1",3,"2018",1,15,"Online",FALSE,0,0,69.84,0,TRUE
"INN20697",2,0,2,2,"Meal Plan 2",FALSE,"Room_Type 1",40,"2018",12,31,"Online",FALSE,0,0,155.13,0,FALSE
"INN20698",2,0,0,5,"Meal Plan 1",FALSE,"Room_Type 4",115,"2018",8,23,"Online",FALSE,0,0,100,2,TRUE
"INN20699",2,0,0,1,"Meal Plan 1",FALSE,"Room_Type 1",14,"2017",11,4,"Online",FALSE,0,0,87,1,FALSE
"INN20700",1,0,0,4,"Meal Plan 1",FALSE,"Room_Type 4",92,"2018",6,1,"Online",FALSE,0,0,132.6,2,TRUE
"INN20701",2,2,1,4,"Meal Plan 1",FALSE,"Room_Type 6",44,"2018",10,17,"Online",FALSE,0,0,208.62,0,FALSE
"INN20702",2,0,0,2,"Meal Plan 2",FALSE,"Room_Type 1",6,"2017",12,10,"Online",FALSE,0,0,0,0,TRUE
"INN20703",2,0,1,5,"Meal Plan 1",FALSE,"Room_Type 1",56,"2018",3,28,"Online",FALSE,0,0,85.85,1,FALSE
"INN20704",1,0,0,1,"Not Selected",FALSE,"Room_Type 1",36,"2018",10,13,"Online",FALSE,0,0,102.6,2,TRUE
"INN20705",2,0,2,0,"Not Selected",FALSE,"Room_Type 1",71,"2018",11,6,"Online",FALSE,0,0,120.15,0,TRUE
"INN20706",2,0,1,3,"Meal Plan 1",FALSE,"Room_Type 4",281,"2018",10,3,"Online",FALSE,0,0,108.8,0,FALSE
"INN20707",2,0,2,2,"Not Selected",FALSE,"Room_Type 1",208,"2018",7,30,"Online",FALSE,0,0,80.75,0,FALSE
"INN20708",1,0,0,1,"Meal Plan 1",FALSE,"Room_Type 1",1,"2018",3,9,"Online",FALSE,0,0,95,0,TRUE
"INN20709",2,0,0,1,"Not Selected",FALSE,"Room_Type 1",4,"2018",8,6,"Online",FALSE,0,0,139,1,TRUE
"INN20710",2,0,0,3,"Meal Plan 1",FALSE,"Room_Type 1",10,"2018",11,3,"Online",FALSE,0,0,136.67,2,TRUE
"INN20711",3,0,0,2,"Meal Plan 1",FALSE,"Room_Type 4",72,"2018",9,6,"Online",FALSE,0,0,168.3,1,TRUE
"INN20712",2,0,2,1,"Meal Plan 1",FALSE,"Room_Type 4",62,"2018",8,13,"Online",FALSE,0,0,149.4,0,FALSE
"INN20713",1,0,2,1,"Meal Plan 1",FALSE,"Room_Type 1",100,"2017",12,12,"Online",FALSE,0,0,63.75,2,TRUE
"INN20714",3,0,0,3,"Meal Plan 1",FALSE,"Room_Type 4",116,"2018",12,22,"Online",FALSE,0,0,135,2,TRUE
"INN20715",3,0,2,5,"Meal Plan 1",FALSE,"Room_Type 4",132,"2018",7,31,"Online",FALSE,0,0,140.27,0,FALSE
"INN20716",2,0,2,2,"Meal Plan 1",FALSE,"Room_Type 4",90,"2018",8,7,"Online",FALSE,0,0,142.2,0,TRUE
"INN20717",1,0,2,0,"Meal Plan 1",FALSE,"Room_Type 1",31,"2017",10,25,"Online",FALSE,0,0,92.4,0,TRUE
"INN20718",2,0,2,2,"Not Selected",FALSE,"Room_Type 1",52,"2018",12,4,"Online",FALSE,0,0,74.8,0,FALSE
"INN20719",3,0,1,2,"Meal Plan 1",FALSE,"Room_Type 1",18,"2018",12,30,"Offline",FALSE,0,0,93.67,0,TRUE
"INN20720",2,0,0,1,"Meal Plan 1",FALSE,"Room_Type 4",53,"2018",8,6,"Online",FALSE,0,0,149.4,1,TRUE
"INN20721",1,0,2,3,"Meal Plan 1",FALSE,"Room_Type 1",131,"2018",6,19,"Online",FALSE,0,0,115.94,0,FALSE
"INN20722",3,0,0,3,"Meal Plan 1",FALSE,"Room_Type 4",93,"2018",11,3,"Online",FALSE,0,0,122.4,1,TRUE
"INN20723",2,0,1,0,"Meal Plan 1",FALSE,"Room_Type 1",15,"2018",9,12,"Online",FALSE,0,0,99,0,FALSE
"INN20724",1,0,1,0,"Meal Plan 1",FALSE,"Room_Type 1",45,"2018",11,20,"Online",FALSE,0,0,86.4,0,FALSE
"INN20725",1,0,0,2,"Meal Plan 2",FALSE,"Room_Type 1",39,"2017",8,14,"Offline",FALSE,0,0,87,0,TRUE
"INN20726",2,0,1,2,"Meal Plan 1",FALSE,"Room_Type 1",132,"2018",7,1,"Offline",FALSE,0,0,72.25,0,TRUE
"INN20727",2,1,1,2,"Meal Plan 1",FALSE,"Room_Type 1",154,"2018",7,1,"Online",FALSE,0,0,112.5,2,FALSE
"INN20728",2,2,2,0,"Meal Plan 1",FALSE,"Room_Type 6",56,"2018",3,20,"Online",FALSE,0,0,180,1,FALSE
"INN20729",2,0,2,2,"Meal Plan 1",FALSE,"Room_Type 1",81,"2018",3,25,"Offline",FALSE,0,0,65,0,FALSE
"INN20730",2,0,1,3,"Not Selected",FALSE,"Room_Type 1",1,"2017",8,10,"Online",FALSE,0,0,96,0,TRUE
"INN20731",2,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",245,"2018",6,17,"Offline",FALSE,0,0,75,0,FALSE
"INN20732",2,2,2,2,"Meal Plan 2",FALSE,"Room_Type 6",26,"2018",10,1,"Online",FALSE,0,0,294,2,TRUE
"INN20733",2,0,1,2,"Meal Plan 1",FALSE,"Room_Type 1",193,"2018",6,20,"Offline",FALSE,0,0,120,0,FALSE
"INN20734",2,0,2,2,"Not Selected",FALSE,"Room_Type 1",198,"2018",7,31,"Online",FALSE,0,0,62.18,1,TRUE
"INN20735",2,0,0,1,"Meal Plan 1",FALSE,"Room_Type 4",56,"2018",5,3,"Complementary",FALSE,0,0,0,0,TRUE
"INN20736",2,0,0,4,"Not Selected",FALSE,"Room_Type 1",30,"2018",11,29,"Online",FALSE,0,0,83.8,1,TRUE
"INN20737",2,0,0,4,"Meal Plan 1",FALSE,"Room_Type 4",161,"2018",6,21,"Online",FALSE,0,0,123.46,1,FALSE
"INN20738",2,0,1,0,"Meal Plan 1",FALSE,"Room_Type 1",4,"2018",1,25,"Corporate",FALSE,0,0,64,0,TRUE
"INN20739",2,0,0,4,"Meal Plan 1",FALSE,"Room_Type 4",97,"2017",12,29,"Offline",FALSE,0,0,60.5,1,TRUE
"INN20740",1,0,0,1,"Meal Plan 1",FALSE,"Room_Type 1",1,"2018",1,14,"Online",TRUE,11,4,67.22,0,TRUE
"INN20741",2,0,2,2,"Meal Plan 1",FALSE,"Room_Type 1",54,"2018",10,16,"Offline",FALSE,0,0,81,0,TRUE
"INN20742",2,0,2,0,"Not Selected",FALSE,"Room_Type 1",140,"2018",7,17,"Online",FALSE,0,0,94.5,0,FALSE
"INN20743",2,0,2,5,"Meal Plan 1",FALSE,"Room_Type 4",6,"2018",6,10,"Online",FALSE,0,0,144.57,2,TRUE
"INN20744",1,0,0,2,"Meal Plan 1",FALSE,"Room_Type 4",84,"2018",9,9,"Online",FALSE,0,0,149.4,2,TRUE
"INN20745",2,0,0,1,"Meal Plan 1",FALSE,"Room_Type 1",105,"2018",4,6,"Offline",FALSE,0,0,75,0,FALSE
"INN20746",1,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",3,"2018",6,10,"Offline",FALSE,0,0,120,0,TRUE
"INN20747",3,0,0,3,"Meal Plan 1",FALSE,"Room_Type 4",82,"2018",6,9,"Online",FALSE,0,0,129.59,2,TRUE
"INN20748",1,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",57,"2018",9,16,"Offline",FALSE,0,0,75,0,TRUE
"INN20749",2,0,0,3,"Meal Plan 1",FALSE,"Room_Type 1",148,"2018",5,5,"Online",FALSE,0,0,105.3,0,TRUE
"INN20750",2,0,1,2,"Meal Plan 1",FALSE,"Room_Type 1",198,"2018",9,9,"Offline",FALSE,0,0,90,0,FALSE
"INN20751",2,0,1,2,"Meal Plan 1",FALSE,"Room_Type 1",187,"2018",10,10,"Online",FALSE,0,0,78.41,0,FALSE
"INN20752",2,0,0,1,"Not Selected",FALSE,"Room_Type 1",3,"2017",12,26,"Online",FALSE,0,0,75,0,TRUE
"INN20753",2,0,0,3,"Meal Plan 1",FALSE,"Room_Type 1",72,"2018",4,12,"Online",FALSE,0,0,105.3,0,FALSE
"INN20754",1,0,1,0,"Meal Plan 1",FALSE,"Room_Type 1",24,"2018",9,12,"Online",FALSE,0,0,108,1,TRUE
"INN20755",2,0,0,2,"Not Selected",FALSE,"Room_Type 1",50,"2018",5,19,"Offline",FALSE,0,0,85,0,TRUE
"INN20756",1,0,2,2,"Meal Plan 1",FALSE,"Room_Type 1",209,"2018",11,6,"Online",FALSE,0,0,152.1,1,FALSE
"INN20757",2,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",0,"2017",9,8,"Offline",FALSE,0,0,102.4,1,TRUE
"INN20758",1,0,2,5,"Meal Plan 1",FALSE,"Room_Type 1",34,"2018",11,14,"Online",FALSE,0,0,74.8,2,FALSE
"INN20759",2,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",29,"2018",10,5,"Online",FALSE,0,0,152,2,TRUE
"INN20760",2,0,0,1,"Meal Plan 1",FALSE,"Room_Type 1",63,"2018",9,3,"Online",FALSE,0,0,109.8,1,TRUE
"INN20761",2,0,0,1,"Meal Plan 1",FALSE,"Room_Type 1",51,"2018",3,29,"Online",FALSE,0,0,90.9,0,FALSE
"INN20762",2,0,1,0,"Not Selected",FALSE,"Room_Type 1",1,"2018",7,11,"Online",FALSE,0,0,87.82,0,TRUE
"INN20763",2,0,0,3,"Meal Plan 2",FALSE,"Room_Type 1",150,"2018",6,16,"Offline",FALSE,0,0,90,1,TRUE
"INN20764",2,0,1,5,"Meal Plan 1",FALSE,"Room_Type 4",40,"2017",10,26,"Online",FALSE,0,0,85.59,1,TRUE
"INN20766",2,0,2,3,"Meal Plan 1",FALSE,"Room_Type 1",91,"2018",7,23,"Online",FALSE,0,0,105.3,1,TRUE
"INN20767",1,0,0,1,"Not Selected",FALSE,"Room_Type 1",21,"2018",11,24,"Online",FALSE,0,0,88,1,TRUE
"INN20768",2,0,1,0,"Meal Plan 1",FALSE,"Room_Type 4",19,"2018",6,12,"Online",FALSE,0,0,126,1,TRUE
"INN20769",2,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",177,"2018",6,3,"Offline",FALSE,0,0,100,0,FALSE
"INN20770",2,0,2,7,"Meal Plan 1",FALSE,"Room_Type 1",17,"2018",6,30,"Online",FALSE,0,0,151,2,TRUE
"INN20771",2,0,1,2,"Meal Plan 1",FALSE,"Room_Type 4",5,"2017",11,2,"Online",TRUE,1,0,105,1,TRUE
"INN20772",2,0,1,2,"Not Selected",FALSE,"Room_Type 1",40,"2018",11,7,"Online",FALSE,0,0,135.33,1,TRUE
"INN20773",2,0,1,2,"Meal Plan 1",FALSE,"Room_Type 1",90,"2018",4,15,"Online",FALSE,0,0,96.3,1,TRUE
"INN20774",1,0,0,3,"Meal Plan 1",FALSE,"Room_Type 1",15,"2018",2,18,"Offline",FALSE,0,0,86,0,TRUE
"INN20775",1,0,1,2,"Meal Plan 1",FALSE,"Room_Type 1",33,"2018",11,7,"Online",FALSE,0,0,197,2,TRUE
"INN20776",2,0,2,3,"Meal Plan 2",FALSE,"Room_Type 4",79,"2018",9,15,"Online",FALSE,0,0,183.6,1,FALSE
"INN20777",1,0,1,3,"Meal Plan 1",FALSE,"Room_Type 1",83,"2018",6,27,"Online",FALSE,0,0,104.4,0,FALSE
"INN20778",3,0,0,1,"Meal Plan 1",FALSE,"Room_Type 1",72,"2018",5,13,"Online",FALSE,0,0,159.3,0,FALSE
"INN20779",2,0,0,4,"Meal Plan 1",FALSE,"Room_Type 1",228,"2018",10,5,"Online",FALSE,0,0,102.85,1,FALSE
"INN20780",1,0,1,1,"Meal Plan 1",FALSE,"Room_Type 1",85,"2018",12,3,"Online",FALSE,0,0,98,0,FALSE
"INN20781",2,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",27,"2017",9,30,"Offline",FALSE,0,0,108,0,TRUE
"INN20782",3,0,0,3,"Meal Plan 1",FALSE,"Room_Type 4",176,"2018",8,9,"Online",FALSE,0,0,137.7,2,FALSE
"INN20783",2,0,2,4,"Meal Plan 1",FALSE,"Room_Type 1",77,"2017",12,31,"Online",FALSE,0,0,100.97,1,TRUE
"INN20784",1,0,0,4,"Meal Plan 1",FALSE,"Room_Type 4",75,"2018",3,22,"Online",FALSE,0,0,108.45,0,TRUE
"INN20785",3,0,0,2,"Meal Plan 1",FALSE,"Room_Type 4",53,"2018",5,6,"Online",FALSE,0,0,159.3,3,TRUE
"INN20786",2,0,2,3,"Meal Plan 1",FALSE,"Room_Type 1",116,"2018",5,12,"Online",FALSE,0,0,111.92,1,TRUE
"INN20787",2,0,0,2,"Meal Plan 2",FALSE,"Room_Type 1",346,"2018",9,13,"Offline",FALSE,0,0,115,1,FALSE
"INN20788",2,0,0,1,"Meal Plan 1",FALSE,"Room_Type 2",0,"2017",11,28,"Online",FALSE,0,0,77.25,2,TRUE
"INN20789",2,0,0,3,"Meal Plan 1",FALSE,"Room_Type 4",21,"2017",11,3,"Offline",FALSE,0,0,46.67,0,TRUE
"INN20790",2,0,2,4,"Meal Plan 1",FALSE,"Room_Type 1",107,"2017",8,9,"Offline",FALSE,0,0,63.75,1,FALSE
"INN20791",2,0,0,3,"Meal Plan 1",FALSE,"Room_Type 4",15,"2018",6,21,"Online",FALSE,0,0,142.67,1,TRUE
"INN20792",2,0,2,3,"Meal Plan 1",FALSE,"Room_Type 1",117,"2018",7,8,"Online",FALSE,0,0,116.05,1,TRUE
"INN20793",1,2,0,2,"Meal Plan 1",TRUE,"Room_Type 1",3,"2017",8,11,"Online",FALSE,0,0,107,0,TRUE
"INN20794",2,0,1,2,"Not Selected",FALSE,"Room_Type 1",11,"2018",9,5,"Online",FALSE,0,0,119,0,FALSE
"INN20795",2,0,0,3,"Meal Plan 1",FALSE,"Room_Type 1",85,"2018",7,5,"Offline",FALSE,0,0,86.36,0,TRUE
"INN20796",2,0,1,1,"Not Selected",FALSE,"Room_Type 1",33,"2018",6,20,"Online",FALSE,0,0,89.1,1,TRUE
"INN20797",0,3,1,4,"Meal Plan 2",FALSE,"Room_Type 1",197,"2018",12,21,"Offline",FALSE,0,0,43.8,0,TRUE
"INN20798",2,0,1,2,"Meal Plan 1",FALSE,"Room_Type 1",305,"2018",11,4,"Offline",FALSE,0,0,89,0,FALSE
"INN20799",3,0,0,2,"Meal Plan 1",TRUE,"Room_Type 4",38,"2018",7,19,"Online",FALSE,0,0,159.3,2,TRUE
"INN20800",1,0,0,1,"Meal Plan 1",FALSE,"Room_Type 1",2,"2018",3,2,"Corporate",FALSE,0,0,65,0,TRUE
"INN20801",2,0,0,3,"Meal Plan 1",FALSE,"Room_Type 1",48,"2018",11,10,"Offline",FALSE,0,0,75,0,TRUE
"INN20802",2,0,0,4,"Meal Plan 1",FALSE,"Room_Type 1",54,"2018",3,16,"Online",FALSE,0,0,83.73,0,FALSE
"INN20803",2,0,2,2,"Not Selected",FALSE,"Room_Type 1",47,"2018",7,3,"Online",FALSE,0,0,107.1,1,TRUE
"INN20804",2,0,1,3,"Meal Plan 2",FALSE,"Room_Type 1",34,"2017",10,19,"Offline",FALSE,0,0,105.12,0,TRUE
"INN20805",1,0,1,1,"Meal Plan 1",FALSE,"Room_Type 1",13,"2018",4,4,"Offline",FALSE,0,0,96,0,TRUE
"INN20806",2,3,0,5,"Meal Plan 2",FALSE,"Room_Type 6",59,"2018",12,13,"Online",FALSE,0,0,196.35,2,TRUE
"INN20807",2,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",20,"2018",7,28,"Online",FALSE,0,0,122.6,0,TRUE
"INN20808",2,0,1,1,"Meal Plan 1",FALSE,"Room_Type 1",36,"2018",4,2,"Online",FALSE,0,0,117.9,2,TRUE
"INN20809",2,0,0,3,"Meal Plan 1",FALSE,"Room_Type 1",34,"2018",2,24,"Online",FALSE,0,0,89.7,0,FALSE
"INN20810",2,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",45,"2017",9,3,"Online",FALSE,0,0,94.5,1,TRUE
"INN20811",2,0,0,2,"Meal Plan 2",FALSE,"Room_Type 1",102,"2017",10,16,"Offline",FALSE,0,0,109,0,TRUE
"INN20812",2,1,2,4,"Meal Plan 1",FALSE,"Room_Type 1",149,"2018",8,3,"Online",FALSE,0,0,119,2,TRUE
"INN20813",2,0,1,2,"Meal Plan 1",FALSE,"Room_Type 1",113,"2018",4,25,"Online",FALSE,0,0,96.3,0,TRUE
"INN20814",2,0,2,2,"Meal Plan 1",FALSE,"Room_Type 1",31,"2018",5,8,"Online",FALSE,0,0,97.71,0,FALSE
"INN20815",2,0,2,3,"Meal Plan 1",FALSE,"Room_Type 4",44,"2018",9,18,"Online",FALSE,0,0,149.4,2,TRUE
"INN20816",2,0,0,3,"Meal Plan 1",FALSE,"Room_Type 1",7,"2018",8,4,"Online",FALSE,0,0,151,2,TRUE
"INN20817",2,0,2,1,"Meal Plan 1",FALSE,"Room_Type 4",130,"2018",10,29,"Online",FALSE,0,0,104.4,2,TRUE
"INN20818",3,0,2,5,"Meal Plan 2",FALSE,"Room_Type 1",136,"2018",7,13,"Online",FALSE,0,0,178.5,0,TRUE
"INN20819",2,0,1,1,"Meal Plan 1",FALSE,"Room_Type 1",6,"2018",5,23,"Online",FALSE,0,0,100.87,2,TRUE
"INN20820",2,0,1,2,"Meal Plan 1",FALSE,"Room_Type 1",143,"2018",9,5,"Online",FALSE,0,0,126.9,1,TRUE
"INN20821",1,0,1,2,"Meal Plan 1",FALSE,"Room_Type 5",255,"2018",11,7,"Corporate",FALSE,0,0,106,0,FALSE
"INN20822",2,0,0,1,"Meal Plan 1",TRUE,"Room_Type 1",154,"2018",8,24,"Online",FALSE,0,0,114.3,1,FALSE
"INN20823",1,0,1,2,"Meal Plan 1",FALSE,"Room_Type 1",133,"2018",3,11,"Offline",FALSE,0,0,74.67,1,TRUE
"INN20824",1,0,2,2,"Meal Plan 1",FALSE,"Room_Type 1",163,"2018",6,5,"Offline",FALSE,0,0,100,0,FALSE
"INN20825",1,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",60,"2017",10,9,"Online",FALSE,0,0,62.18,1,TRUE
"INN20826",1,0,3,5,"Meal Plan 1",FALSE,"Room_Type 1",116,"2018",2,28,"Offline",FALSE,0,0,90.38,0,TRUE
"INN20827",1,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",192,"2018",6,24,"Offline",FALSE,0,0,95,0,TRUE
"INN20828",2,0,0,1,"Not Selected",FALSE,"Room_Type 1",9,"2017",12,18,"Online",FALSE,0,0,85,1,TRUE
"INN20829",1,0,0,1,"Meal Plan 1",FALSE,"Room_Type 1",18,"2018",9,23,"Online",FALSE,0,0,159,1,FALSE
"INN20830",2,0,2,2,"Not Selected",FALSE,"Room_Type 1",3,"2018",2,14,"Online",FALSE,0,0,81,0,TRUE
"INN20831",2,0,1,3,"Meal Plan 1",TRUE,"Room_Type 1",11,"2018",9,5,"Online",FALSE,0,0,148,1,TRUE
"INN20832",3,0,1,5,"Meal Plan 1",FALSE,"Room_Type 4",116,"2018",8,22,"Online",FALSE,0,0,150.3,0,FALSE
"INN20833",3,0,1,4,"Meal Plan 1",FALSE,"Room_Type 4",124,"2018",8,8,"Online",FALSE,0,0,146.7,0,FALSE
"INN20834",1,0,1,1,"Meal Plan 1",FALSE,"Room_Type 1",3,"2017",9,28,"Corporate",FALSE,0,0,65,0,TRUE
"INN20835",1,0,1,0,"Meal Plan 1",FALSE,"Room_Type 1",4,"2017",10,4,"Online",FALSE,0,0,0,0,TRUE
"INN20836",1,0,2,4,"Meal Plan 1",FALSE,"Room_Type 1",76,"2017",9,17,"Online",FALSE,0,0,80.75,0,TRUE
"INN20837",2,0,2,0,"Meal Plan 1",FALSE,"Room_Type 1",180,"2018",8,28,"Online",FALSE,0,0,96.3,0,FALSE
"INN20838",1,0,0,3,"Meal Plan 1",FALSE,"Room_Type 1",71,"2018",6,14,"Offline",FALSE,0,0,120,0,TRUE
"INN20839",2,0,1,4,"Meal Plan 1",FALSE,"Room_Type 1",269,"2018",10,10,"Online",FALSE,0,0,102.51,0,FALSE
"INN20840",1,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",29,"2018",11,22,"Offline",TRUE,0,1,75,1,TRUE
"INN20841",2,1,1,2,"Meal Plan 1",FALSE,"Room_Type 1",57,"2018",4,1,"Online",FALSE,0,0,108.9,1,FALSE
"INN20842",2,0,0,5,"Meal Plan 1",FALSE,"Room_Type 1",21,"2018",2,23,"Offline",FALSE,0,0,87,0,TRUE
"INN20843",2,0,0,1,"Not Selected",FALSE,"Room_Type 1",0,"2018",9,29,"Online",FALSE,0,0,170,0,TRUE
"INN20844",2,0,2,2,"Meal Plan 1",FALSE,"Room_Type 1",83,"2018",5,1,"Offline",FALSE,0,0,75,0,TRUE
"INN20845",1,0,0,1,"Meal Plan 1",FALSE,"Room_Type 1",22,"2017",9,18,"Online",FALSE,0,0,114,0,TRUE
"INN20846",2,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",301,"2018",11,18,"Offline",FALSE,0,0,52,0,FALSE
"INN20847",2,0,2,1,"Not Selected",FALSE,"Room_Type 1",81,"2018",9,3,"Online",FALSE,0,0,125.1,2,TRUE
"INN20848",1,0,2,4,"Meal Plan 1",FALSE,"Room_Type 1",80,"2018",9,4,"Offline",FALSE,0,0,85,0,TRUE
"INN20849",2,0,0,1,"Meal Plan 1",FALSE,"Room_Type 1",207,"2018",10,4,"Online",FALSE,0,0,108.9,3,TRUE
"INN20850",2,0,0,1,"Not Selected",FALSE,"Room_Type 1",17,"2018",1,23,"Online",FALSE,0,0,69.5,1,TRUE
"INN20851",2,1,2,2,"Meal Plan 1",FALSE,"Room_Type 1",173,"2018",7,31,"Online",FALSE,0,0,114.75,2,FALSE
"INN20852",3,0,0,3,"Meal Plan 1",FALSE,"Room_Type 1",22,"2018",9,13,"Offline",FALSE,0,0,124,1,TRUE
"INN20853",1,0,0,3,"Meal Plan 1",FALSE,"Room_Type 1",113,"2018",5,31,"Corporate",FALSE,0,0,100,0,FALSE
"INN20854",2,0,1,2,"Meal Plan 1",FALSE,"Room_Type 1",66,"2017",10,9,"Offline",FALSE,0,0,75,0,FALSE
"INN20855",1,0,2,1,"Meal Plan 1",FALSE,"Room_Type 4",25,"2018",6,12,"Online",FALSE,0,0,126,0,FALSE
"INN20856",3,0,2,3,"Meal Plan 1",FALSE,"Room_Type 4",165,"2018",9,2,"Online",FALSE,0,0,150.45,0,FALSE
"INN20857",2,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",134,"2018",4,29,"Online",FALSE,0,0,96.3,0,TRUE
"INN20858",2,0,2,3,"Meal Plan 1",FALSE,"Room_Type 1",205,"2018",7,22,"Online",FALSE,0,0,90.95,0,FALSE
"INN20859",2,1,0,2,"Meal Plan 1",FALSE,"Room_Type 1",74,"2018",11,4,"Online",FALSE,0,0,109.8,0,FALSE
"INN20860",2,0,1,2,"Meal Plan 1",FALSE,"Room_Type 4",32,"2018",10,7,"Online",FALSE,0,0,121.27,1,TRUE
"INN20861",2,0,1,1,"Meal Plan 1",FALSE,"Room_Type 1",93,"2018",6,20,"Online",FALSE,0,0,126.9,1,TRUE
"INN20862",2,0,2,0,"Meal Plan 1",FALSE,"Room_Type 1",31,"2018",2,7,"Online",FALSE,0,0,78.3,0,FALSE
